year, genre 
1902,Vaudeville
1994,Folk music
1994,Punk rock
1994,Rock music
1994,Celtic punk
1961,Rock and roll
1961,Rock music
1961,Hard rock
1961,Roots rock
1961,Pop rock
1961,Heartland rock
1957,Folk music
1957,Pop music
1990,Independent music
1960,Blues
1980,Folk music
1980,Folk rock
1963,Psychedelic rock
1963,Rock music
1963,Country rock
1963,Folk rock
1963,Blues rock
1970,Rock music
1970,Jazz
1984,Country music
1984,Folk music
1984,Jazz
1984,Improvisation
1994,Country music
1999,Pop-folk
1999,Dance music
1935,Country music
1935,Folk music
1935,Pop music
1935,Alternative country
1935,Cabaret
1935,Film score
1971,Jazz fusion
1971,Jazz
1960,Country music
1960,Adult Contemporary (chart)
1993,Country music
1964,Country music
1964,Pop music
1964,Soul music
2013,Korean hip hop
2013,K-pop
1960,Ska
1960,Rocksteady
2014,Blue-eyed soul
1969,Blues
1969,Rock music
1958,Country music
1958,Folk music
1974,Rock music
1974,Alternative country
1974,Singer-songwriter
1974,Americana (music)
1969,Hard rock
1969,Southern rock
2009,Folk music
2009,Soul music
1958,Rhythm and blues
2000,Country music
2000,Gospel music
1960,Pop music
1960,Rock music
1960,Calypso music
1976,Country music
1955,Funk
1955,Rhythm and blues
1955,Soul music
1988,Southern rock
1950,Rhythm and blues
1950,Swamp pop
1950,Folk music
1950,Folk music of Ireland
1960,Rock music
1954,Jazz
2004,Hip hop music
1956,Blues
1956,Folk music
1956,Pop music
1956,Rock and roll
1956,Swing music
1956,Jazz
1952,Pop music
1952,Rock and roll
1952,Rhythm and blues
1952,Soul music
1975,Rhythm and blues
1975,Soul music
1957,Rock and roll
1957,Rhythm and blues
1957,Jazz
1959,Country music
1980,Heavy metal music
1980,Speed metal
1980,Thrash metal
1980,Groove metal
1975,Disco
1975,Pop music
2003,Alternative rock
2003,Acoustic music
2003,Folk_Art_Rock
1958,Pop music
1958,Rhythm and blues
1958,Soul music
1958,Rock and roll
1970,Country music
1982,Psychedelic rock
1982,Alternative rock
1982,Indie pop
1982,Dance-rock
1982,Acid house
1982,Post-punk
1962,Country music
1962,Pop music
1962,Adult contemporary music
1989,Pop music
1989,Rock music
1989,Electronic dance music
1961,Blue-eyed soul
1955,Country music
1955,Rock and roll
1957,Rock and roll
1957,Rhythm and blues
1962,Rock music
1962,Folk rock
1963,Country music
2008,Blues
2008,Country music
2008,Folk music
2008,Rock music
2008,Americana (music)
1952,Country music
1972,Country music
1977,Reggae
1977,World music
1977,Smooth jazz
1977,A cappella
1977,Jazz
1977,Vocal music
1977,Classical music
1970,Electric blues
1970,Funk
1970,Pop music
1970,Rhythm and blues
1962,Pop music
1962,Novelty song
2001,Country music
1956,Rockabilly
1956,Pop music
1956,Rhythm and blues
1956,Soul music
1956,Motown
1951,Blues
1951,Disco
1951,Funk
1951,Rhythm and blues
1951,Soul music
1951,Country blues
1951,Electric blues
1951,Soul blues
1966,Country music
1966,Pop music
1958,Rock and roll
1958,Traditional pop music
1964,Pop music
2014,Gangsta rap
2014,Hip hop music
2014,Trap music
1954,Pop music
1954,Rhythm and blues
1954,Soul music
1960,Traditional pop music
1958,Rhythm and blues
1958,Soul music
1964,Rock music
1964,Electric blues
1964,Blues rock
1996,Contemporary R&B
1974,Country music
1974,Jazz
1959,Pop music
1959,Rock and roll
1959,Soft rock
1959,Pop rock
1959,Pop music
1959,Lounge music
1950,Jazz
1965,Blues
1965,Rock music
1965,Soul music
1965,Gospel music
2010,Country music
1952,Funk
1952,Rock and roll
1952,Rock music
1952,Rhythm and blues
1952,Soul music
1952,Doo-wop
1952,Gospel music
1952,Soul blues
1952,Jazz
1967,Country music
2001,Pop music
2008,Hard rock
2008,Music of the Republic of Macedonia
1952,Detroit blues
1952,Electric blues
2000,Film score
2013,Indie pop
1995,World music
1995,Hip hop music
1995,Spoken word
2002,Folk rock
2002,Popular music
2002,Independent music
1982,Folk music
1982,Pop music
1982,Anarcho-punk
2006,Folk music
1965,Pop music
2013,Pop music
2011,Pop music
2011,Indie pop
2011,Contemporary R&B
1976,Punk rock
1976,Electronic music
2001,Desi hip hop
1890,Concert band
2003,Pop music
2009,Pop music
2009,Rock music
2002,Pop music
2002,Pop music
2009,Funk
2009,Soul music
2009,Electropop
2009,Contemporary R&B
2009,Jazz
2005,Pop rock
2009,Hip hop music
1970,Indian_Carnatic_music
1983,Industrial rock
1983,Electronic body music
1964,Rock and roll
1964,Hard rock
1964,Blues rock
1988,Nu metal
1988,Rock music
1988,Alternative rock
1988,Rap rock
1988,Kroncong
1988,Hip hop music
1999,Hip hop music
2010,Hip hop music
1972,Folk music
1972,Music of Angola
1972,Semba
1994,Trance music
2012,Pop music
2012,Dance music
1936,Popular music
1955,Country music
1930,Rhythm and blues
1930,Jazz
1956,Country music
1956,Pop music
1982,New wave music
1982,Rock music
1968,American folk music
1950,Chicago blues
1950,Soul blues
1940,Country music
1940,Rock and roll
1940,Rockabilly
2002,Pop music
2002,Synthpop
2002,Dance-pop
2002,Pop rock
1963,Country music
1969,Disco
1969,Funk
1969,Rhythm and blues
1969,Soul music
1971,Blues
1971,Country music
1971,Folk rock
1971,Americana (music)
1976,Rock music
1976,Alternative rock
1976,Post-punk
2009,Indie rock
2009,Alternative rock
1950,Electric blues
1994,Gangsta rap
1994,French hip hop
2006,Reggae
2006,Dancehall
2009,Hip hop music
1947,Rhythm and blues
1947,Country blues
1947,Louisiana blues
1947,Electric blues
1945,Boogie-woogie
1945,Detroit blues
1945,Jazz
1930,Blues
1930,Gospel music
1930,Boogie-woogie
1930,Jazz
2002,Pop music
2002,Hip hop music
2002,Dance music
1987,West Coast hip hop
1993,Rock music
1980,Jazz-funk
2007,Spoken word
2004,Hip hop music
1996,Hip hop music
1991,Rap rock
1991,Funk rock
1991,Political hip hop
1991,Alternative hip hop
1969,Funk
1969,Rock music
1969,Rhythm and blues
1969,Soul music
1969,Psychedelic soul
1954,Zydeco
1974,Rock music
1974,Pop-folk
1974,Dance music
1991,Electronic music
2003,Electronic music
1960,Reggae
1960,Rhythm and blues
1960,Ska
1960,Soul music
1960,Lovers rock
1976,World music
1976,Folk rock
1971,Estrada
2013,Soul music
2013,Alternative rock
2013,Contemporary R&B
1975,Pop music
1986,Pop rock
2012,Pop music
2001,Funk
2001,Soul music
2001,Jazz
2012,Hip hop music
1992,Rock music
1992,Indian pop
1992,Indian folk music
1992,Playback singer
1992,Bihu
1973,Folk music
1973,Pop-folk
1991,Hip hop music
1994,Hip hop music
1994,Hip hop Tuga
2002,Hip hop music
1994,Pop music
1994,Dance-pop
2011,Underground hip hop
1964,Folk music
1992,Reggae
1992,Dancehall
1964,Raï
1993,Hip hop music
2001,Rock music
2001,Electronic music
1979,Disco
1979,New wave music
1979,Pop music
1979,Soul music
1979,Soft rock
1950,Rockabilly
1991,Alternative rock
1975,Pop music
1930,Bluegrass music
1930,Gospel music
1930,Old-time music
1963,Progressive rock
1963,Hard rock
1963,Jazz fusion
1963,Blues rock
1963,Rock music
1963,Jazz fusion
1963,Soft rock
1963,Blue-eyed soul
1963,Blues rock
2004,Rhythm and blues
2004,Hip hop music
1996,Indie rock
1996,Jazz fusion
1996,Avant-garde
1997,Heavy metal music
1997,Punk rock
2004,Country music
1980,Country music
1968,Funk
1968,Pop music
1968,Dance music
1988,Country music
1984,Pop music
1984,Soft rock
1981,Intelligent dance music
1981,Electronica
1981,Industrial rock
1981,Shoegazing
1981,Noise rock
1981,Neo-psychedelia
2002,Country music
1999,Country music
1976,Rock music
1978,Rock music
1991,Hip hop music
2006,Pop music
2006,Dance music
1981,Heavy metal music
1981,Hard rock
1981,Alternative rock
1981,Funk metal
1981,Rap metal
1981,Alternative metal
2003,Country music
2001,Ambient music
2001,Indie rock
2001,Shoegazing
2001,Noise rock
2001,Experimental rock
2011,Country music
1990,Rock music
1990,Hardcore punk
1990,Indie rock
2003,Folk music
2003,Spoken word
1999,Pop music
1999,Contemporary R&B
1981,Punk rock
1981,Reggae
1981,Ska
1981,Alternative rock
1981,Ska punk
1981,Reggae rock
1981,Hip hop music
1981,Acoustic music
1988,Country music
2007,Folk music
2007,Contemporary Christian music
2007,Contemporary worship music
2003,Rhythm and blues
1989,Ragga
1989,Reggae
1994,Hip hop music
1998,Dutch hip hop
1990,British hip hop
1978,Power pop
1982,Rock music
1994,Punk rock
1994,Hardcore punk
1994,Symphonic black metal
1994,Melodic death metal
1994,Metalcore
1994,Acoustic music
2004,Folk rock
2004,Alternative country
1998,Rock music
1998,Alternative rock
1998,Acoustic music
1955,Disco
1955,Funk
1955,Rhythm and blues
1955,Soul music
2004,Pop music
2004,Contemporary R&B
2004,Dance music
1991,Alternative rock
1991,Funk metal
2000,Alternative rock
2001,New wave music
2001,Synthpop
2001,Indie rock
2001,Alternative rock
2001,Heartland rock
2001,Post-punk revival
1996,Pop punk
1996,Folk punk
2000,Pop music
2000,Contemporary Christian music
2000,Acoustic music
2006,Pop rock
1999,Pop music
1999,Rock music
1996,Pop music
1996,Rock music
1998,Indie rock
1997,Christian rock
1997,Alternative rock
1997,Post-hardcore
2000,Pop music
2000,Rhythm and blues
1998,Rock music
2008,Hip hop music
1998,Pop music
1998,Rock music
1998,Soul music
2005,Country music
2000,Rhythm and blues
1977,Alternative rock
1989,Heavy metal music
1989,Progressive metal
1989,Sludge metal
1989,Avant-garde metal
1989,Mathcore
1989,Technical death metal
1987,Heavy metal music
1987,Hardcore punk
1987,Palm Desert Scene
1987,Stoner rock
2005,Rock music
2005,Country rock
2005,Hip hop music
2002,Electronica
2002,Contemporary R&B
2002,Hip hop music
2002,Dance music
2004,Pop music
2004,Rock music
2004,Reggae
2003,Pop music
2003,Rock music
2003,Electro (music)
2012,Gangsta rap
2012,Hip hop music
1999,Folk music
1999,Pop music
1999,Rock music
1996,Hip hop music
1980,Funk
1980,New wave music
1980,Pop music
1980,Rock music
1980,Soul music
1962,Soul music
1985,Salsa music
1985,Freestyle music
1985,Dance music
1990,Pop music
1990,Rock music
1955,Country music
1955,Pop music
1955,Rock and roll
1955,Gospel music
1955,Rockabilly
1970,Blues
1970,Soul music
1970,Gospel music
1960,Folk music of England
1995,Alternative rock
1995,Pop rock
1997,Progressive rock
1997,Jam band
1996,Indie rock
1996,Alternative rock
1996,Power pop
1957,Rock and roll
1992,Art rock
1992,Post-rock
1992,Indie rock
1992,Alternative rock
1992,Shoegazing
1992,Dream pop
1992,Baroque pop
1992,Experimental rock
2003,Country music
2003,Pop music
2003,Rock music
2003,Acoustic music
2007,Folk rock
2007,Soft rock
2007,Pop rock
1993,Punk rock
2006,Electropop
2006,Baroque pop
1963,Folk music of Ireland
2008,Chill-out music
2008,Contemporary R&B
2008,Electronic dance music
1997,Heavy metal music
1997,Hard rock
1997,Melodic death metal
1997,Comedy rock
1997,Observational comedy
1997,Slapstick
1986,Country music
1986,Folk music
1986,Western music (North America)
1986,Popular music
2011,Country music
2008,Soft rock
2008,Sunshine pop
2008,Acoustic music
1991,Heavy metal music
1991,Progressive metal
1991,Alternative country
1991,Alternative metal
1991,Sludge metal
1991,Groove metal
1991,Stoner rock
1999,Contemporary Christian music
1999,Gospel music
1999,Christian hip hop
1999,Contemporary R&B
1999,Traditional black gospel
1999,Urban contemporary gospel
1999,Christian R&B
1989,Country music
1979,Blues
1979,Psychedelic rock
1979,Country rock
1979,Gospel music
1979,Jam band
1979,Musical improvisation
2005,Outsider music
2005,Synthpop
2005,Experimental music
2007,Chiptune
2007,Video game music
2007,Comedy
1992,Americana (music)
1992,Independent music
1998,Contemporary Christian music
1998,Contemporary worship music
1997,Reggae
1997,Alternative rock
1997,Dub music
1997,Ska punk
1983,Country music
1983,Country rock
1983,Hard rock
1983,Glam metal
1989,Glam rock
1989,Britpop
1989,Indie rock
1989,Alternative rock
2004,Folk music
1996,Country music
1996,Folk music
1996,Alternative rock
1996,Film score
1996,Americana (music)
2008,Funk
2008,Pop music
2008,Rock music
2008,Hip hop music
2008,Electronic music
2010,Country music
1979,Punk rock
1979,Hardcore punk
1979,Digital hardcore
1979,Melodic hardcore
1995,Country music
2003,Country music
1984,Rock music
1984,Progressive rock
1984,Ambient music
1984,Alternative rock
1984,Folk rock
1984,Indie pop
1984,Electronic music
1984,Jazz
1984,Children's music
1984,Experimental music
1989,Hard rock
1989,Alternative metal
1989,Post-grunge
2008,Contemporary Christian music
2008,Contemporary worship music
2010,Smooth jazz
2010,Jazz
2001,Rhythm and blues
1960,Jazz fusion
1994,Folk rock
1994,Alternative country
1994,Electronic music
1997,Alternative rock
1965,Rock and roll
2007,Metalcore
2007,Post-hardcore
1998,Alternative rock
1998,Folk rock
1998,Alternative country
1998,Jazz
1959,Rock and roll
1959,Beat music
1994,Noise rock
1994,Experimental music
1963,Glam rock
1963,Bubblegum pop
1963,Country rock
1963,Hard rock
1989,Contemporary worship music
1989,Christian music
1970,Glam rock
1970,Ambient music
1970,Worldbeat
1970,Minimal music
1970,Art pop
1970,Experimental rock
1970,Electronic music
1981,Big band
1981,Crooner
1991,Thrash metal
1991,Melodic death metal
1991,Metalcore
1997,Punk rock
1997,Alternative rock
1997,Folk rock
1997,Heartland rock
1997,Folk punk
2001,Indie rock
2001,Indie folk
1991,Pop music
1991,Contemporary R&B
1994,Folk rock
1994,Acoustic music
1994,Independent music
1983,Heavy metal music
1983,Hard rock
1983,Pop rock
1960,Country music
1960,Bubblegum pop
1971,Rock and roll
1971,Glam rock
1971,Hard rock
1971,Blues rock
1999,Pop music
1999,Soul music
1999,Contemporary Christian music
1999,Gospel music
1999,Contemporary R&B
1999,K-pop
1994,Glam rock
1994,Indie rock
1994,Alternative rock
1994,Post-punk revival
2003,Rock music
2003,Alternative country
2003,Americana (music)
1997,Folk rock
1997,Pop rock
1992,Pop music
1992,Contemporary Christian music
1965,Rock music
2000,Country music
1998,Pop music
1998,Soft rock
1988,Soul music
1988,Contemporary R&B
1988,Quiet storm
1983,Post-rock
1983,Math rock
1983,Slowcore
1983,Post-hardcore
1969,Folk rock
2007,Pop music
2007,Rock music
1994,Alternative rock
1994,Post-punk
1972,Pop music
1972,Rock music
1974,Heavy metal music
1974,Rock and roll
1974,Hard rock
1974,Blues rock
1968,Rock music
1968,Jazz
1979,Rock and roll
1979,Rockabilly
1979,Jump blues
1979,Swing revival
2005,Folk music
2005,Freak folk
2005,Independent music
2005,Geofolk
2005,New_weird_america
1974,Heavy metal music
1974,Hard rock
1985,Country music
1985,Southern rock
1985,Classic rock
1993,Nu metal
1993,Christian metal
1993,Alternative metal
1961,Pop music
1961,Rock music
1961,Art pop
2002,Hip hop music
2012,Folk music
1996,Country music
2009,Pop music
2009,Soul music
2009,Contemporary R&B
1968,Folk rock
2002,Contemporary worship music
2002,Traditional black gospel
2002,Urban contemporary gospel
1998,Pop music
1975,Reggae
1975,Dancehall
2005,Australian hip hop
2010,Disco
2010,House music
2010,Alternative rock
2010,Electropop
1996,Dance music
1996,Celtic music
1990,Folk music
1990,Pop music
1990,World music
1990,Jazz
1990,Classical music
2013,Trip hop
2013,Alternative rock
2013,Chill-out music
2013,Contemporary R&B
2013,Brown-eyed soul
2013,Art pop
2013,Electronic music
1985,Folk music
1985,Pop music
2008,Christian hip hop
2001,Hip hop music
2004,Pop music
2008,Pop music
2008,Soul music
2008,Electropop
2008,Dance music
2004,Indie pop
1985,Folk music
1985,Indie rock
1985,Dream pop
2007,Pop music
2007,Contemporary R&B
1994,Folk music
1994,Alternative rock
1994,Shoegazing
1994,Alternative country
1994,Dream pop
1994,Pop rock
1994,Electronic music
1983,Punk rock
1983,Post-punk
2000,Roots rock
2000,Americana (music)
1962,Blues
1962,Country rock
1995,Punk rock
1995,Hardcore punk
